SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,CRNTCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT,org_chap,crnt_chap,cl_chap,result,result2,DISTRICT_NS
2010-09-30,1,1,0,09722094194100,09,72,2,0941941,0,0,,2009-10-09,2009-10-09,2009,2010,12,12,b,b,y,953200000,06077,n,n,NA,953200000,06077,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1183809,696750,487059,1290556,890556,0,400000,NA,NA,NA,NA,23334,16562,,,,,3.3.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722102034200,09,72,2,1020342,0,0,,2010-01-07,2010-01-07,2010,2010,12,12,b,b,y,959910000,06101,n,n,NA,959910000,06101,n,n,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,,,616200,597500,18700,1562556,1435400,1400,125756,NA,NA,NA,NA,10478,6503,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722102034500,09,72,2,1020345,0,0,,2010-01-07,2010-01-07,2010,2010,12,12,b,b,n,956330000,06017,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,,,798100,775000,23100,1433395,1268000,0,165395,NA,NA,NA,NA,6564,2389,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722102362000,09,72,2,1023620,0,0,,2010-02-16,2010-02-16,2010,2010,12,12,b,b,n,956480000,06061,n,n,NA,,,,,NA,p,p,v,i,i,n,n,C,C,D,D,A,A,y,y,,,236650,212500,24150,524390,494382,6000,24008,518390,6000,524390,0,7074,5624,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722102795300,09,72,2,1027953,0,0,,2010-03-29,2010-03-29,2010,2010,12,12,b,b,y,953200000,06077,n,n,NA,953200000,06077,n,n,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,,,505013,300950,204063,1409508,1090437,9152,309919,1376535,32973,1409508,0,82000,76899,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722102871500,09,72,2,1028715,0,0,,2010-04-05,2010-04-05,2010,2010,12,12,b,b,n,956590000,06067,n,n,NA,,,,,NA,p,p,v,i,i,n,n,A,A,C,C,A,A,y,y,,,253650,0,253650,725094,389432,6500,329162,NA,NA,NA,NA,0,0,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722103507100,09,72,2,1035071,0,0,,2010-06-08,2010-06-08,2010,2010,12,12,b,b,n,956840000,06017,n,n,NA,,,,,NA,p,p,v,u,u,n,n,D,D,D,D,A,A,y,y,,,732500,600000,132500,724110,691610,0,32500,NA,NA,NA,NA,3700,3550,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722103537700,09,72,2,1035377,0,0,,2010-06-11,2010-06-11,2010,2010,12,12,b,b,y,952690000,06077,n,n,NA,952690000,06077,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,3374964,3243000,131964,3366082,3236481,0,129601,NA,NA,NA,NA,31536,26041,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722103841600,09,72,2,1038416,0,0,,2010-07-13,2010-07-13,2010,2010,12,12,b,b,n,956320000,06067,n,n,NA,,,,,NA,p,p,v,u,u,n,y,E,E,E,E,A,A,y,y,,,4110070,4100000,10070,3891200,3370000,2700,518500,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09722104271300,09,72,2,1042713,0,0,,2010-08-25,2010-08-25,2010,2010,12,12,b,b,n,952420000,06077,n,n,NA,,,,,NA,p,p,v,i,i,n,y,A,A,A,A,A,A,y,y,,,937499,759499,178000,1946000,1730000,0,216000,NA,NA,NA,NA,2112,1940,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09729099377400,09,72,9,0993774,0,0,,2009-11-19,2009-11-19,2009,2010,12,12,b,b,y,953580000,06099,n,n,NA,953580000,06099,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,B,B,y,y,,,2820445,1750000,1070445,3261261,2660583,77994,522684,NA,NA,NA,NA,10,1475,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09729109075000,09,72,9,1090750,0,0,,2010-03-02,2010-03-02,2010,2010,12,12,b,b,y,953800000,06099,n,n,NA,953800000,06099,n,n,NA,p,p,v,i,i,n,y,E,E,E,E,A,A,y,y,,,1314800,1200000,114800,1735716,1083074,998,651644,NA,NA,NA,NA,3985,3716,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09729109286500,09,72,9,1092865,0,0,,2010-07-26,2010-07-26,2010,2010,12,12,b,b,y,953570000,06099,n,n,NA,953570000,06099,n,n,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,,,930734,800000,130734,1193582,854800,0,338782,NA,NA,NA,NA,1290,10847,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09729109286600,09,72,9,1092866,0,0,,2010-07-26,2010-07-26,2010,2010,12,12,b,b,n,953570000,06099,n,n,NA,,,,,NA,p,p,v,u,u,n,n,B,B,C,C,A,A,y,y,,,79248,0,79248,580117,0,4200,575917,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAE
2010-09-30,1,1,0,09731092723100,09,73,1,0927231,0,0,,2009-12-21,2009-12-21,2009,2010,12,12,b,b,n,930630000,06037,n,n,NA,,,,,NA,p,p,v,u,u,n,n,A,A,C,C,A,A,u,u,,,31610,500,31110,263803,17000,0,246803,NA,NA,NA,NA,24000,23539,,,,,3.3.2,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09736101472500,09,73,6,1014725,0,0,,2010-02-22,2010-02-22,2010,2010,12,11,b,b,y,925920000,06065,n,n,NA,925920000,06065,n,n,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,n,,573165.69,540000,33165.69,1679730.89,1631909.8,0,47821.09,1679730.89,0,1679730.89,NA,6366.18,7293.96,,,,,3.3.2,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,11,,open,open,CAC
2010-09-30,1,1,0,09736102091000,09,73,6,1020910,0,0,,2010-04-13,2010-04-13,2010,2010,12,12,b,b,n,925900000,06065,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1033364,780000,253364,1947345.98,1805064.98,0,142281,1947345.98,0,1947345.98,NA,7663.9,14012.06,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09738101235400,09,73,8,1012354,0,0,,2010-02-26,2010-02-26,2010,2010,12,12,b,b,y,928330000,06059,n,n,NA,928330000,06059,n,n,NA,p,p,v,i,i,n,y,E,E,E,E,A,A,y,y,,,3746807,680000,3066807,1276225.24,845195.34,57654.76,373375.14,1276225.24,0,1276225.24,NA,122874.25,119536.79,,,,,3.3.2,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09738101958500,09,73,8,1019585,0,0,,2010-07-13,2010-07-13,2010,2010,12,12,b,b,n,928690000,06059,y,y,NA,,,,,NA,p,p,v,u,u,n,n,E,E,E,E,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09739091406600,09,73,9,0914066,0,0,,2009-10-01,2009-10-01,2009,2010,12,12,b,b,n,930400000,06111,n,n,NA,,,,,NA,p,p,v,p,p,n,n,E,E,E,E,A,A,y,y,,,1953040,1840000,113040,296926.7,283517,13409.7,0,296926.7,0,296926.7,0,0,0,,,,,3.3.2,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09739091443000,09,73,9,0914430,0,0,,2009-10-23,2009-10-23,2009,2010,12,12,b,b,n,934240000,06079,n,n,NA,,,,,NA,p,p,v,u,u,n,n,E,E,E,E,A,A,y,y,,,2335990.06,2040000,295990.06,2526990.8,2165999.86,0,360990.94,0,2526990.8,2526990.8,NA,NA,NA,,,,,3.3.2,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09739101020700,09,73,9,1010207,0,0,,2010-01-18,2010-01-18,2010,2010,12,12,b,b,y,930669781,06111,n,n,NA,930669781,06111,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,4002060,3993000,9060,2043491,1966146.75,76828.63,515.62,2043491,0,2043491,0,41870.33,43924.95,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09739101085300,09,73,9,1010853,0,0,,2010-02-23,2010-02-23,2010,2010,12,12,b,b,n,934650000,06079,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,C,C,A,A,n,n,,,700445,625000,75445,444837.77,442845,0,1992.77,100,444737.77,444837.77,0,0,0,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09739101106800,09,73,9,1011068,0,0,,2010-03-08,2010-03-08,2010,2010,12,7,b,b,n,934580000,06083,n,n,NA,,,,,NA,p,p,v,n,n,n,n,A,A,D,D,A,A,n,y,,,371027.54,0,371027.54,980321.88,49000,175816.13,755505.75,980321.88,0,980321.88,0,0,0,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,7,,open,open,CAC
2010-09-30,1,1,0,09739101106900,09,73,9,1011069,0,0,,2010-03-08,2010-03-08,2010,2010,12,12,b,b,n,934550000,06083,n,n,NA,,,,,NA,p,p,v,i,i,n,n,A,A,A,A,A,A,n,n,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09739101228800,09,73,9,1012288,0,0,,2010-05-10,2010-05-10,2010,2010,12,7,b,b,n,930350000,06111,n,n,NA,,,,,NA,p,p,v,u,u,n,n,A,A,B,B,A,A,y,y,,,106500,0,106500,177542.55,164355.55,2187,11000,13187.2,164355.35,177542.55,0,0,0,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,7,,open,open,CAC
2010-09-30,1,1,0,09739101287100,09,73,9,1012871,0,0,,2010-06-09,2010-06-09,2010,2010,12,12,b,b,n,934050000,06079,n,n,NA,,,,,NA,p,p,v,i,i,n,n,A,A,E,E,A,A,y,y,,,1131832,1060000,71832,1778046.79,1600962.87,19676.42,157407.5,1778046.79,0,1778046.79,0,0,0,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09739101359800,09,73,9,1013598,0,0,,2010-07-14,2010-07-14,2010,2010,12,12,b,b,n,934460000,06079,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1386165,1300000,86165,1456514.26,1265000,0,191514.26,NA,NA,NA,NA,10870,22047.69,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAC
2010-09-30,1,1,0,09743100891800,09,74,3,1008918,0,0,,2010-05-25,2010-05-25,2010,2010,12,12,b,b,n,919453029,06073,n,n,NA,,,,,NA,p,p,v,i,i,n,n,C,C,D,D,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAS
2010-09-30,1,1,0,09743100966200,09,74,3,1009662,0,0,,2010-06-01,2010-06-01,2010,2010,12,12,b,b,n,920360000,06073,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAS
2010-09-30,1,1,0,09743100990500,09,74,3,1009905,0,0,,2010-06-07,2010-06-07,2010,2010,12,12,b,b,y,920280000,06073,n,n,NA,920280000,06073,n,n,NA,p,p,v,i,i,n,n,A,A,C,C,A,A,y,y,,,439181,425000,14181,914248.82,644972.45,0,269276.37,914248.82,0,914248.82,NA,1552.45,6539.77,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,CAS
2010-09-30,1,1,0,09751100112700,09,75,1,1001127,0,0,,2010-04-16,2010-04-16,2010,2010,12,12,b,b,n,967930000,15009,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,7546581.72,7409486,137095.72,2817642.58,2444234.13,140000,233408.45,NA,NA,NA,NA,2468.75,2030,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,HI
2010-09-30,1,1,0,09761090373500,09,76,1,0903735,0,0,,2009-11-24,2009-11-24,2009,2010,12,12,b,b,n,836340000,16027,n,n,NA,,,,,NA,p,p,v,u,u,n,n,E,E,E,E,B,B,y,y,,,4656017.68,2550000,2106017.68,2497436.1,1919525.41,0,577910.69,2497436.1,0,2497436.1,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,0,1,09761090389300,09,76,1,0903893,0,0,,2009-12-10,2009-12-10,2009,2010,12,12,b,b,y,836150000,16085,n,n,NA,836150000,16085,n,n,NA,p,p,v,i,i,n,y,D,D,E,E,A,A,y,y,,,529610,325000,204610,945341.9,903571.34,18500,23270.56,945341.9,0,945341.9,NA,900,2387,,,,,3.3.3,2010-08-05,2010,2010,12,n,K,2010-04-30,2010,2010,n,K,2010-04-30,2010,2010,NA,,3.3.3,Y,12,12,12,dismiss,dismiss,ID
2010-09-30,1,1,0,09761100088700,09,76,1,1000887,0,0,,2010-04-06,2010-04-06,2010,2010,12,12,b,b,y,836390000,16073,n,n,NA,836390000,16073,n,n,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,,,918775,853298,65477,1012748.57,841070.65,0,171677.92,1012748.57,0,1012748.57,NA,6311,6037,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09761100236800,09,76,1,1002368,0,0,,2010-07-26,2010-07-26,2010,2010,12,12,b,b,y,836150000,16085,n,n,NA,836150000,16085,n,n,NA,p,p,v,i,i,n,y,C,C,E,E,A,A,y,y,,,479360,325000,154360,1048100,999600,18500,30000,1048100,0,1048100,0,900,2387,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09761100289900,09,76,1,1002899,0,0,,2010-09-09,2010-09-09,2010,2010,12,12,b,b,y,836410000,16027,n,n,NA,836410000,16027,n,n,NA,p,p,v,i,i,n,n,C,C,C,C,A,A,y,y,,,437179.06,160000,277179.06,327769.79,233700,454.88,93614.91,327314.91,454.88,327769.79,0,3894.96,5040,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09761100297500,09,76,1,1002975,0,0,,2010-09-13,2010-09-13,2010,2010,12,12,b,b,y,836170000,16045,n,n,NA,836170000,16045,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,B,B,y,y,,,1818762.18,1000000,818762.18,2997142.67,2094417.44,46712.4,856012.83,2997142.67,0,2997142.67,0,8295,9375,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,0,1,097640640091r1,09,76,4,0640091,r,1,,2006-03-31,2010-07-28,2010,2010,12,12,b,b,y,834455602,16043,n,n,NA,834455602,16043,n,n,NA,p,p,v,i,i,,,4,4,5,5,B,B,y,y,y,,0,NA,NA,1081700,NA,NA,1081700,NA,NA,NA,NA,NA,NA,,,,,3.3.3,2010-09-15,2010,2010,12,n,A,2010-01-25,2010,2010,n,A,2010-01-25,2010,2010,NA,,3.3.3,N,12,12,12,discharge,discharge,ID
2010-09-30,1,1,0,09764094153900,09,76,4,0941539,0,0,,2009-10-01,2009-10-01,2009,2010,12,12,b,b,n,834671041,16059,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1817360.97,1293000,524360.97,1073881.99,974344.22,0,99537.77,1073881.99,0,1073881.99,0,2050,1781,,,,,3.3.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09764104012300,09,76,4,1040123,0,0,,2010-02-01,2010-02-01,2010,2010,12,12,b,b,n,834500000,16051,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1028924.45,350000,678924.45,1565849.65,990995.33,5540.89,569313.43,1565849.65,0,1565849.65,NA,3225,4192.04,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09768104074900,09,76,8,1040749,0,0,,2010-04-30,2010-04-30,2010,2010,12,12,b,b,y,833240000,16063,n,n,NA,833240000,16063,n,n,NA,p,p,v,i,i,n,n,D,D,E,E,B,B,y,y,,,999132.92,325000,674132.92,2152542.06,1641912.19,53689.8,456940.07,2152542.06,0,2152542.06,0,3000,6944.82,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09768104148400,09,76,8,1041484,0,0,,2010-08-18,2010-08-18,2010,2010,12,12,b,b,n,833160000,16083,n,n,NA,,,,,NA,p,p,v,n,n,n,n,E,E,E,E,B,B,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09768104158200,09,76,8,1041582,0,0,,2010-09-02,2010-09-02,2010,2010,12,12,b,b,n,833160000,16083,n,n,NA,,,,,NA,p,p,v,u,u,n,n,E,E,E,E,A,A,y,y,,,2155800,0,2155800,1793084.07,1178789.07,0,614295,1793084.07,0,1793084.07,0,0,0,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ID
2010-09-30,1,1,0,09772096218800,09,77,2,0962188,0,0,,2009-10-28,2009-10-28,2009,2010,12,12,b,b,y,594170000,30035,n,n,NA,594170000,30035,n,n,NA,p,p,v,i,i,n,y,C,C,C,C,A,A,y,y,,,479950.01,400000,79950.01,232353.58,156850.42,0,75503.16,NA,NA,NA,NA,4950.6,3135.31,,,,,3.3.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772096223700,09,77,2,0962237,0,0,,2009-11-04,2009-11-04,2009,2010,12,12,b,b,n,590540000,30065,n,n,NA,,,,,NA,p,p,v,i,i,n,n,A,A,A,A,A,A,y,y,,,3098800.44,3002928.57,95871.87,880690.87,781446.24,204.33,99040.3,NA,NA,NA,NA,6500,4916.99,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772096229900,09,77,2,0962299,0,0,,2009-11-16,2009-11-16,2009,2010,12,12,b,b,n,594160000,30073,n,n,NA,,,,,NA,p,p,v,u,u,n,n,D,D,D,D,A,A,y,y,,,814575,0,814575,1130669.67,679350.56,14217.42,437101.69,NA,NA,NA,NA,NA,NA,,,,,3.3.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772096239100,09,77,2,0962391,0,0,,2009-11-25,2009-11-25,2009,2010,12,13,b,b,y,593170000,30075,n,n,NA,593170000,30075,n,n,NA,p,p,v,i,i,n,n,B,B,B,B,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,13,,open,open,MT
2010-09-30,1,1,0,09772106003700,09,77,2,1060037,0,0,,2010-01-12,2010-01-12,2010,2010,12,12,b,b,n,594460000,30015,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,C,C,A,A,y,y,,,2181484.33,1870000,311484.33,745790.57,692548.97,0,53241.6,NA,NA,NA,NA,13864,11072.92,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772106005100,09,77,2,1060051,0,0,,2010-01-14,2010-01-14,2010,2010,12,12,b,b,y,592260000,30085,n,n,NA,592260000,30085,n,n,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,376495,111880,264615,768084.84,625000,0,143084.84,768084.84,0,768084.84,NA,18150,12229.17,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772106005900,09,77,2,1060059,0,0,,2010-01-15,2010-01-15,2010,2010,12,12,b,b,y,593110000,30011,n,n,NA,593110000,30011,n,n,NA,p,p,v,i,i,n,n,C,C,C,C,A,A,y,y,,,407735.15,0,407735.15,411733.88,290524.08,0,121209.8,NA,NA,NA,NA,22300,21000,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772106009600,09,77,2,1060096,0,0,,2010-01-22,2010-01-22,2010,2010,12,12,b,b,n,594160000,30073,n,n,NA,,,,,NA,p,p,v,u,u,n,n,C,C,C,C,A,A,y,y,,,2273800,1749600,524200,1074685.43,375767.11,26806.4,672111.92,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772106009800,09,77,2,1060098,0,0,,2010-01-22,2010-01-22,2010,2010,12,12,b,b,y,594160000,30073,n,n,NA,594160000,30073,n,n,NA,p,p,v,i,i,n,n,C,C,C,C,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772106024000,09,77,2,1060240,0,0,,2010-02-18,2010-02-18,2010,2010,12,12,b,b,y,590260000,30009,n,n,NA,590260000,30009,n,n,NA,p,p,v,i,i,n,n,B,B,B,B,A,A,y,y,,,251050,0,251050,386286.82,208426.05,10400,167460.77,NA,NA,NA,NA,8425.86,15613.34,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,0,1,09772106116700,09,77,2,1061167,0,0,,2010-05-17,2010-05-17,2010,2010,12,12,b,b,y,597320000,30001,n,n,NA,597320000,30001,n,n,NA,p,p,v,i,i,n,n,A,D,E,E,A,A,y,y,,,715457,0,715457,2136928.8,5896,0,2131032.8,NA,NA,NA,NA,1551.86,2749,,,,,3.3.3,2010-07-13,2010,2010,12,n,K,2010-06-29,2010,2010,n,K,2010-06-29,2010,2010,NA,,3.3.3,N,12,12,12,dismiss,dismiss,MT
2010-09-30,1,1,0,09772106127700,09,77,2,1061277,0,0,,2010-05-27,2010-05-27,2010,2010,12,12,b,b,n,596440000,30007,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,3093219.08,2718495,374724.08,2336308.05,2189490.54,0,146817.51,NA,NA,NA,NA,10545,10675.58,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
2010-09-30,1,1,0,09772106169600,09,77,2,1061696,0,0,,2010-07-14,2010-07-14,2010,2010,12,12,b,b,n,590540000,30087,n,n,NA,,,,,NA,p,p,v,u,u,n,n,E,E,E,E,A,A,y,y,,,1056720,1050000,6720,1578610.85,1433474.6,0,145136.25,NA,NA,NA,NA,NA,NA,,,,,3.3.3,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MT
