YEAR,FIPS,PERSONS,FARMS,FARM_CHANGE,FARM_PCT_CHANGE
1997,18077,NA,901,NA,NA
1997,18079,NA,718,NA,NA
1997,18081,NA,616,NA,NA
1997,18083,NA,651,NA,NA
1997,18085,NA,1330,NA,NA
1997,18087,NA,1688,NA,NA
1997,18089,NA,517,NA,NA
1997,18091,NA,857,NA,NA
1997,18093,NA,1055,NA,NA
1997,18095,NA,837,NA,NA
1997,18097,NA,275,NA,NA
1997,18099,NA,1003,NA,NA
1997,18101,NA,387,NA,NA
1997,18103,NA,760,NA,NA
1997,18105,NA,582,NA,NA
1997,18107,NA,768,NA,NA
1997,18109,NA,728,NA,NA
1997,18111,NA,416,NA,NA
1997,18113,NA,1098,NA,NA
1997,18115,NA,295,NA,NA
1997,18117,NA,620,NA,NA
1997,18119,NA,681,NA,NA
1997,18121,NA,550,NA,NA
1997,18123,NA,563,NA,NA
1997,18125,NA,327,NA,NA
1997,18127,NA,549,NA,NA
1997,18129,NA,482,NA,NA
1997,18131,NA,576,NA,NA
1997,18133,NA,938,NA,NA
1997,18135,NA,959,NA,NA
1997,18137,NA,935,NA,NA
1997,18139,NA,725,NA,NA
1997,18141,NA,771,NA,NA
1997,18143,NA,416,NA,NA
1997,18145,NA,735,NA,NA
1997,18147,NA,711,NA,NA
1997,18149,NA,470,NA,NA
1997,18151,NA,688,NA,NA
1997,18153,NA,540,NA,NA
1997,18155,NA,616,NA,NA
1997,18157,NA,760,NA,NA
1997,18159,NA,458,NA,NA
1997,18161,NA,303,NA,NA
1997,18163,NA,306,NA,NA
1997,18165,NA,276,NA,NA
1997,18167,NA,525,NA,NA
1997,18169,NA,872,NA,NA
1997,18171,NA,429,NA,NA
1997,18173,NA,409,NA,NA
1997,18175,NA,1075,NA,NA
1997,18177,NA,952,NA,NA
1997,18179,NA,736,NA,NA
1997,18181,NA,685,NA,NA
1997,18183,NA,919,NA,NA
1997,19001,NA,837,NA,NA
1997,19003,NA,608,NA,NA
1997,19005,NA,1025,NA,NA
1997,19007,NA,862,NA,NA
1997,19009,NA,686,NA,NA
1997,19011,NA,1286,NA,NA
1997,19013,NA,1061,NA,NA
1997,19015,NA,920,NA,NA
1997,19017,NA,1044,NA,NA
1997,19019,NA,1203,NA,NA
1997,19021,NA,904,NA,NA
1997,19023,NA,1158,NA,NA
1997,19025,NA,829,NA,NA
1997,19027,NA,1151,NA,NA
1997,19029,NA,852,NA,NA
1997,19031,NA,1023,NA,NA
1997,19033,NA,880,NA,NA
1997,19035,NA,930,NA,NA
1997,19037,NA,979,NA,NA
1997,19039,NA,737,NA,NA
1997,19041,NA,705,NA,NA
1997,19043,NA,1738,NA,NA
1997,19045,NA,1355,NA,NA
1997,19047,NA,1169,NA,NA
1997,19049,NA,1002,NA,NA
1997,19051,NA,964,NA,NA
1997,19053,NA,803,NA,NA
1997,19055,NA,1318,NA,NA
1997,19057,NA,697,NA,NA
1997,19059,NA,551,NA,NA
1997,19061,NA,1669,NA,NA
1997,19063,NA,556,NA,NA
1997,19065,NA,1369,NA,NA
1997,19067,NA,908,NA,NA
1997,19069,NA,896,NA,NA
1997,19071,NA,607,NA,NA
1997,19073,NA,802,NA,NA
1997,19075,NA,791,NA,NA
1997,19077,NA,910,NA,NA
1997,19079,NA,832,NA,NA
1997,19081,NA,895,NA,NA
1997,19083,NA,902,NA,NA
1997,19085,NA,938,NA,NA
1997,19087,NA,899,NA,NA
1997,19089,NA,915,NA,NA
1997,19091,NA,630,NA,NA
1997,19093,NA,673,NA,NA
1997,19095,NA,1049,NA,NA
1997,19097,NA,1368,NA,NA
1997,19099,NA,1275,NA,NA
1997,19101,NA,828,NA,NA
1997,19103,NA,1369,NA,NA
1997,19105,NA,1100,NA,NA
1997,19107,NA,1035,NA,NA
1997,19109,NA,1468,NA,NA
1997,19111,NA,932,NA,NA
1997,19113,NA,1608,NA,NA
1997,19115,NA,639,NA,NA
1997,19117,NA,771,NA,NA
1997,19119,NA,1201,NA,NA
1997,19121,NA,1064,NA,NA
1997,19123,NA,1083,NA,NA
1997,19125,NA,1059,NA,NA
1997,19127,NA,979,NA,NA
1997,19129,NA,535,NA,NA
1997,19131,NA,871,NA,NA
1997,19133,NA,740,NA,NA
1997,19135,NA,739,NA,NA
1997,19137,NA,616,NA,NA
1997,19139,NA,844,NA,NA
1997,19141,NA,1011,NA,NA
1997,19143,NA,677,NA,NA
1997,19145,NA,902,NA,NA
1997,19147,NA,831,NA,NA
1997,19149,NA,1566,NA,NA
1997,19151,NA,810,NA,NA
1997,19153,NA,886,NA,NA
1997,19155,NA,1416,NA,NA
1997,19157,NA,1005,NA,NA
1997,19159,NA,728,NA,NA
1997,19161,NA,847,NA,NA
1997,19163,NA,845,NA,NA
1997,19165,NA,963,NA,NA
1997,19167,NA,1819,NA,NA
1997,19169,NA,1004,NA,NA
1997,19171,NA,1227,NA,NA
1997,19173,NA,807,NA,NA
1997,19175,NA,726,NA,NA
1997,19177,NA,875,NA,NA
1997,19179,NA,863,NA,NA
1997,19181,NA,1329,NA,NA
1997,19183,NA,1114,NA,NA
1997,19185,NA,783,NA,NA
1997,19187,NA,988,NA,NA
1997,19189,NA,654,NA,NA
1997,19191,NA,1561,NA,NA
1997,19193,NA,1418,NA,NA
1997,19195,NA,649,NA,NA
1997,19197,NA,759,NA,NA
1997,20001,NA,619,NA,NA
1997,20003,NA,690,NA,NA
1997,20005,NA,642,NA,NA
1997,20007,NA,493,NA,NA
1997,20009,NA,808,NA,NA
1997,20011,NA,828,NA,NA
1997,20013,NA,593,NA,NA
1997,20015,NA,1348,NA,NA
1997,20017,NA,290,NA,NA
1997,20019,NA,377,NA,NA
1997,20021,NA,773,NA,NA
1997,20023,NA,404,NA,NA
1997,20025,NA,277,NA,NA
1997,20027,NA,548,NA,NA
1997,20029,NA,569,NA,NA
1997,20031,NA,553,NA,NA
1997,20033,NA,276,NA,NA
1997,20035,NA,1037,NA,NA
1997,20037,NA,825,NA,NA
1997,20039,NA,398,NA,NA
1997,20041,NA,961,NA,NA
1997,20043,NA,516,NA,NA
1997,20045,NA,905,NA,NA
1997,20047,NA,315,NA,NA
1997,20049,NA,381,NA,NA
1997,20051,NA,709,NA,NA
1997,20053,NA,444,NA,NA
1997,20055,NA,537,NA,NA
1997,20057,NA,732,NA,NA
1997,20059,NA,1009,NA,NA
1997,20061,NA,227,NA,NA
1997,20063,NA,449,NA,NA
1997,20065,NA,388,NA,NA
1997,20067,NA,261,NA,NA
1997,20069,NA,464,NA,NA
1997,20071,NA,305,NA,NA
1997,20073,NA,591,NA,NA
1997,20075,NA,287,NA,NA
1997,20077,NA,725,NA,NA
1997,20079,NA,869,NA,NA
1997,20081,NA,248,NA,NA
1997,20083,NA,362,NA,NA
1997,20085,NA,1109,NA,NA
1997,20087,NA,1097,NA,NA
1997,20089,NA,602,NA,NA
1997,20091,NA,656,NA,NA
1997,20093,NA,296,NA,NA
1997,20095,NA,927,NA,NA
1997,20097,NA,336,NA,NA
1997,20099,NA,939,NA,NA
1997,20101,NA,294,NA,NA
1997,20103,NA,1133,NA,NA
1997,20105,NA,478,NA,NA
1997,20107,NA,808,NA,NA
1997,20109,NA,344,NA,NA
1997,20111,NA,885,NA,NA
1997,20113,NA,1326,NA,NA
1997,20115,NA,1039,NA,NA
1997,20117,NA,910,NA,NA
1997,20119,NA,427,NA,NA
1997,20121,NA,1358,NA,NA
1997,20123,NA,537,NA,NA
1997,20125,NA,1028,NA,NA
1997,20127,NA,481,NA,NA
1997,20129,NA,246,NA,NA
1997,20131,NA,1001,NA,NA
1997,20133,NA,753,NA,NA
1997,20135,NA,530,NA,NA
1997,20137,NA,410,NA,NA
1997,20139,NA,929,NA,NA
1997,20141,NA,474,NA,NA
1997,20143,NA,559,NA,NA
1997,20145,NA,450,NA,NA
1997,20147,NA,500,NA,NA
1997,20149,NA,800,NA,NA
1997,20151,NA,509,NA,NA
1997,20153,NA,432,NA,NA
1997,20155,NA,1557,NA,NA
1997,20157,NA,694,NA,NA
1997,20159,NA,555,NA,NA
1997,20161,NA,481,NA,NA
1997,20163,NA,445,NA,NA
1997,20165,NA,523,NA,NA
1997,20167,NA,518,NA,NA
1997,20169,NA,846,NA,NA
1997,20171,NA,354,NA,NA
1997,20173,NA,1638,NA,NA
1997,20175,NA,266,NA,NA
1997,20177,NA,883,NA,NA
1997,20179,NA,445,NA,NA
1997,20181,NA,485,NA,NA
1997,20183,NA,572,NA,NA
1997,20185,NA,502,NA,NA
1997,20187,NA,266,NA,NA
1997,20189,NA,311,NA,NA
1997,20191,NA,1356,NA,NA
1997,20193,NA,582,NA,NA
1997,20195,NA,401,NA,NA
1997,20197,NA,610,NA,NA
1997,20199,NA,292,NA,NA
1997,20201,NA,786,NA,NA
1997,20203,NA,316,NA,NA
1997,20205,NA,566,NA,NA
1997,20207,NA,374,NA,NA
1997,20209,NA,216,NA,NA
1997,21001,NA,1486,NA,NA
1997,21003,NA,1212,NA,NA
1997,21005,NA,776,NA,NA
1997,21007,NA,541,NA,NA
1997,21009,NA,2184,NA,NA
1997,21011,NA,848,NA,NA
1997,21013,NA,67,NA,NA
1997,21015,NA,783,NA,NA
1997,21017,NA,967,NA,NA
1997,21019,NA,251,NA,NA
1997,21021,NA,750,NA,NA
1997,21023,NA,701,NA,NA
1997,21025,NA,211,NA,NA
1997,21027,NA,1501,NA,NA
1997,21029,NA,654,NA,NA
1997,21031,NA,812,NA,NA
1997,21033,NA,700,NA,NA
1997,21035,NA,864,NA,NA
1997,21037,NA,584,NA,NA
1997,21039,NA,374,NA,NA
1997,21041,NA,348,NA,NA
1997,21043,NA,976,NA,NA
1997,21045,NA,1444,NA,NA
1997,21047,NA,1291,NA,NA
1997,21049,NA,938,NA,NA
1997,21051,NA,431,NA,NA
1997,21053,NA,699,NA,NA
1997,21055,NA,698,NA,NA
1997,21057,NA,563,NA,NA
1997,21059,NA,1161,NA,NA
1997,21061,NA,792,NA,NA
1997,21063,NA,480,NA,NA
1997,21065,NA,478,NA,NA
1997,21067,NA,826,NA,NA
1997,21069,NA,1202,NA,NA
1997,21071,NA,74,NA,NA
1997,21073,NA,736,NA,NA
1997,21075,NA,193,NA,NA
1997,21077,NA,274,NA,NA
1997,21079,NA,952,NA,NA
1997,21081,NA,1048,NA,NA
1997,21083,NA,1602,NA,NA
1997,21085,NA,1568,NA,NA
1997,21087,NA,1131,NA,NA
1997,21089,NA,817,NA,NA
1997,21091,NA,494,NA,NA
1997,21093,NA,1854,NA,NA
1997,21095,NA,33,NA,NA
1997,21097,NA,1168,NA,NA
1997,21099,NA,1450,NA,NA
1997,21101,NA,600,NA,NA
1997,21103,NA,1022,NA,NA
1997,21105,NA,350,NA,NA
1997,21107,NA,630,NA,NA
1997,21109,NA,756,NA,NA
1997,21111,NA,565,NA,NA
1997,21113,NA,829,NA,NA
1997,21115,NA,207,NA,NA
1997,21117,NA,504,NA,NA
1997,21119,NA,27,NA,NA
1997,21121,NA,366,NA,NA
1997,21123,NA,896,NA,NA
1997,21125,NA,1206,NA,NA
1997,21127,NA,334,NA,NA
1997,21129,NA,179,NA,NA
1997,21131,NA,21,NA,NA
1997,21133,NA,38,NA,NA
1997,21135,NA,826,NA,NA
1997,21137,NA,1375,NA,NA
1997,21139,NA,468,NA,NA
1997,21141,NA,1340,NA,NA
1997,21143,NA,282,NA,NA
1997,21145,NA,536,NA,NA
1997,21147,NA,129,NA,NA
1997,21149,NA,477,NA,NA
1997,21151,NA,1565,NA,NA
1997,21153,NA,412,NA,NA
1997,21155,NA,1072,NA,NA
1997,21157,NA,799,NA,NA
1997,21159,NA,10,NA,NA
1997,21161,NA,782,NA,NA
1997,21163,NA,964,NA,NA
1997,21165,NA,383,NA,NA
1997,21167,NA,1079,NA,NA
1997,21169,NA,1018,NA,NA
1997,21171,NA,1066,NA,NA
1997,21173,NA,781,NA,NA
1997,21175,NA,754,NA,NA
1997,21177,NA,635,NA,NA
1997,21179,NA,1401,NA,NA
1997,21181,NA,602,NA,NA
1997,21183,NA,1080,NA,NA
1997,21185,NA,449,NA,NA
1997,21187,NA,864,NA,NA
1997,21189,NA,260,NA,NA
1997,21191,NA,911,NA,NA
1997,21193,NA,34,NA,NA
1997,21195,NA,44,NA,NA
1997,21197,NA,258,NA,NA
1997,21199,NA,2165,NA,NA
1997,21201,NA,290,NA,NA
1997,21203,NA,853,NA,NA
1997,21205,NA,459,NA,NA
1997,21207,NA,1041,NA,NA
1997,21209,NA,930,NA,NA
1997,21211,NA,1533,NA,NA
1997,21213,NA,659,NA,NA
1997,21215,NA,646,NA,NA
1997,21217,NA,1068,NA,NA
1997,21219,NA,749,NA,NA
1997,21221,NA,459,NA,NA
1997,21223,NA,572,NA,NA
1997,21225,NA,407,NA,NA
1997,21227,NA,2048,NA,NA
1997,21229,NA,1142,NA,NA
1997,21231,NA,891,NA,NA
1997,21233,NA,524,NA,NA
1997,21235,NA,431,NA,NA
1997,21237,NA,415,NA,NA
1997,21239,NA,743,NA,NA
1997,22001,NA,792,NA,NA
1997,22003,NA,449,NA,NA
1997,22005,NA,383,NA,NA
1997,22007,NA,132,NA,NA
1997,22009,NA,1028,NA,NA
1997,22011,NA,889,NA,NA
1997,22013,NA,279,NA,NA
1997,22015,NA,505,NA,NA
1997,22017,NA,630,NA,NA
1997,22019,NA,987,NA,NA
1997,22021,NA,270,NA,NA
1997,22023,NA,489,NA,NA
1997,22025,NA,467,NA,NA
1997,22027,NA,333,NA,NA
1997,22029,NA,347,NA,NA
1997,22031,NA,662,NA,NA
1997,22033,NA,596,NA,NA
1997,22035,NA,283,NA,NA
1997,22037,NA,493,NA,NA
1997,22039,NA,740,NA,NA
1997,22041,NA,894,NA,NA
1997,22043,NA,239,NA,NA
1997,22045,NA,390,NA,NA
1997,22047,NA,199,NA,NA
1997,22049,NA,252,NA,NA
1997,22051,NA,81,NA,NA
1997,22053,NA,697,NA,NA
1997,22055,NA,789,NA,NA
1997,22057,NA,484,NA,NA
1997,22059,NA,219,NA,NA
1997,22061,NA,366,NA,NA
1997,22063,NA,479,NA,NA
1997,22065,NA,326,NA,NA
1997,22067,NA,489,NA,NA
1997,22069,NA,667,NA,NA
1997,22071,NA,14,NA,NA
1997,22073,NA,510,NA,NA
1997,22075,NA,162,NA,NA
1997,22077,NA,485,NA,NA
1997,22079,NA,1048,NA,NA
1997,22081,NA,264,NA,NA
1997,22083,NA,581,NA,NA
1997,22085,NA,464,NA,NA
1997,22087,NA,35,NA,NA
1997,22089,NA,84,NA,NA
1997,22091,NA,434,NA,NA
1997,22093,NA,80,NA,NA
1997,22095,NA,38,NA,NA
1997,22097,NA,1267,NA,NA
1997,22099,NA,314,NA,NA
1997,22101,NA,120,NA,NA
1997,22103,NA,625,NA,NA
1997,22105,NA,1185,NA,NA
1997,22107,NA,233,NA,NA
1997,22109,NA,170,NA,NA
1997,22111,NA,551,NA,NA
1997,22113,NA,1242,NA,NA
1997,22115,NA,509,NA,NA
1997,22117,NA,1058,NA,NA
1997,22119,NA,445,NA,NA
1997,22121,NA,125,NA,NA
1997,22123,NA,676,NA,NA
1997,22125,NA,190,NA,NA
1997,22127,NA,191,NA,NA
1997,23001,NA,367,NA,NA
1997,23003,NA,1051,NA,NA
1997,23005,NA,604,NA,NA
1997,23007,NA,292,NA,NA
1997,23009,NA,409,NA,NA
1997,23011,NA,567,NA,NA
1997,23013,NA,245,NA,NA
1997,23015,NA,282,NA,NA
1997,23017,NA,459,NA,NA
1997,23019,NA,660,NA,NA
1997,23021,NA,178,NA,NA
1997,23023,NA,153,NA,NA
1997,23025,NA,520,NA,NA
1997,23027,NA,399,NA,NA
1997,23029,NA,529,NA,NA
1997,23031,NA,689,NA,NA
1997,24001,NA,274,NA,NA
1997,24003,NA,465,NA,NA
1997,24005,NA,889,NA,NA
1997,24009,NA,383,NA,NA
1997,24011,NA,556,NA,NA
1997,24013,NA,1159,NA,NA
1997,24015,NA,510,NA,NA
1997,24017,NA,451,NA,NA
1997,24019,NA,308,NA,NA
1997,24021,NA,1429,NA,NA
1997,24023,NA,718,NA,NA
1997,24025,NA,733,NA,NA
1997,24027,NA,369,NA,NA
1997,24029,NA,325,NA,NA
1997,24031,NA,596,NA,NA
1997,24033,NA,526,NA,NA
1997,24035,NA,440,NA,NA
1997,24037,NA,658,NA,NA
1997,24039,NA,314,NA,NA
1997,24041,NA,254,NA,NA
1997,24043,NA,823,NA,NA
1997,24045,NA,624,NA,NA
1997,24047,NA,450,NA,NA
1997,25001,NA,300,NA,NA
1997,25003,NA,501,NA,NA
1997,25005,NA,714,NA,NA
1997,25007,NA,88,NA,NA
1997,25009,NA,526,NA,NA
1997,25011,NA,679,NA,NA
1997,25013,NA,551,NA,NA
1997,25015,NA,699,NA,NA
1997,25017,NA,693,NA,NA
1997,25019,NA,20,NA,NA
1997,25021,NA,253,NA,NA
1997,25023,NA,1000,NA,NA
1997,25025,NA,5,NA,NA
1997,25027,NA,1278,NA,NA
1997,26001,NA,240,NA,NA
1997,26003,NA,70,NA,NA
1997,26005,NA,1560,NA,NA
1997,26007,NA,492,NA,NA
1997,26009,NA,301,NA,NA
1997,26011,NA,365,NA,NA
1997,26013,NA,62,NA,NA
1997,26015,NA,1055,NA,NA
1997,26017,NA,818,NA,NA
1997,26019,NA,165,NA,NA
1997,26021,NA,1354,NA,NA
1997,26023,NA,1139,NA,NA
1997,26025,NA,1261,NA,NA
1997,26027,NA,804,NA,NA
1997,26029,NA,230,NA,NA
1997,26031,NA,249,NA,NA
1997,26033,NA,376,NA,NA
1997,26035,NA,421,NA,NA
1997,26037,NA,1286,NA,NA
1997,26039,NA,35,NA,NA
1997,26041,NA,289,NA,NA
1997,26043,NA,134,NA,NA
1997,26045,NA,1247,NA,NA
1997,26047,NA,248,NA,NA
1997,26049,NA,967,NA,NA
1997,26051,NA,501,NA,NA
1997,26053,NA,62,NA,NA
1997,26055,NA,485,NA,NA
1997,26057,NA,985,NA,NA
1997,26059,NA,1439,NA,NA
1997,26061,NA,155,NA,NA
1997,26063,NA,1292,NA,NA
1997,26065,NA,974,NA,NA
1997,26067,NA,1161,NA,NA
1997,26069,NA,278,NA,NA
1997,26071,NA,103,NA,NA
1997,26073,NA,1038,NA,NA
1997,26075,NA,1165,NA,NA
1997,26077,NA,809,NA,NA
1997,26079,NA,162,NA,NA
1997,26081,NA,1343,NA,NA
1997,26083,NA,8,NA,NA
1997,26085,NA,153,NA,NA
1997,26087,NA,1228,NA,NA
1997,26089,NA,420,NA,NA
1997,26091,NA,1516,NA,NA
1997,26093,NA,771,NA,NA
1997,26095,NA,36,NA,NA
1997,26097,NA,86,NA,NA
1997,26099,NA,611,NA,NA
1997,26101,NA,330,NA,NA
1997,26103,NA,135,NA,NA
1997,26105,NA,475,NA,NA
1997,26107,NA,696,NA,NA
1997,26109,NA,394,NA,NA
1997,26111,NA,499,NA,NA
1997,26113,NA,377,NA,NA
1997,26115,NA,1234,NA,NA
1997,26117,NA,1100,NA,NA
1997,26119,NA,124,NA,NA
1997,26121,NA,493,NA,NA
1997,26123,NA,787,NA,NA
1997,26125,NA,677,NA,NA
1997,26127,NA,649,NA,NA
1997,26129,NA,299,NA,NA
1997,26131,NA,103,NA,NA
1997,26133,NA,578,NA,NA
1997,26135,NA,96,NA,NA
1997,26137,NA,160,NA,NA
1997,26139,NA,1497,NA,NA
1997,26141,NA,337,NA,NA
1997,26143,NA,45,NA,NA
1997,26145,NA,1320,NA,NA
1997,26147,NA,1120,NA,NA
1997,26149,NA,916,NA,NA
1997,26151,NA,1634,NA,NA
1997,26153,NA,51,NA,NA
1997,26155,NA,1063,NA,NA
1997,26157,NA,1301,NA,NA
1997,26159,NA,1217,NA,NA
1997,26161,NA,1203,NA,NA
1997,26163,NA,362,NA,NA
1997,26165,NA,298,NA,NA
1997,27001,NA,674,NA,NA
1997,27003,NA,545,NA,NA
1997,27005,NA,1210,NA,NA
1997,27007,NA,733,NA,NA
1997,27009,NA,892,NA,NA
1997,27011,NA,448,NA,NA
1997,27013,NA,1082,NA,NA
1997,27015,NA,1064,NA,NA
1997,27017,NA,612,NA,NA
1997,27019,NA,831,NA,NA
1997,27021,NA,677,NA,NA
1997,27023,NA,629,NA,NA
1997,27025,NA,860,NA,NA
1997,27027,NA,943,NA,NA
1997,27029,NA,630,NA,NA
1997,27031,NA,13,NA,NA
1997,27033,NA,807,NA,NA
1997,27035,NA,681,NA,NA
1997,27037,NA,962,NA,NA
1997,27039,NA,716,NA,NA
1997,27041,NA,1138,NA,NA
1997,27043,NA,894,NA,NA
1997,27045,NA,1625,NA,NA
1997,27047,NA,1193,NA,NA
1997,27049,NA,1582,NA,NA
1997,27051,NA,510,NA,NA
1997,27053,NA,641,NA,NA
1997,27055,NA,998,NA,NA
1997,27057,NA,503,NA,NA
1997,27059,NA,858,NA,NA
1997,27061,NA,476,NA,NA
1997,27063,NA,982,NA,NA
1997,27065,NA,716,NA,NA
1997,27067,NA,1225,NA,NA
1997,27069,NA,635,NA,NA
1997,27071,NA,243,NA,NA
1997,27073,NA,809,NA,NA
1997,27075,NA,45,NA,NA
1997,27077,NA,237,NA,NA
1997,27079,NA,934,NA,NA
1997,27081,NA,755,NA,NA
1997,27083,NA,949,NA,NA
1997,27085,NA,1055,NA,NA
1997,27087,NA,383,NA,NA
1997,27089,NA,1307,NA,NA
1997,27091,NA,998,NA,NA
1997,27093,NA,1079,NA,NA
1997,27095,NA,799,NA,NA
1997,27097,NA,1958,NA,NA
1997,27099,NA,1166,NA,NA
1997,27101,NA,849,NA,NA
1997,27103,NA,741,NA,NA
1997,27105,NA,1029,NA,NA
1997,27107,NA,726,NA,NA
1997,27109,NA,1399,NA,NA
1997,27111,NA,2899,NA,NA
1997,27113,NA,602,NA,NA
1997,27115,NA,1089,NA,NA
1997,27117,NA,696,NA,NA
1997,27119,NA,1501,NA,NA
1997,27121,NA,880,NA,NA
1997,27123,NA,64,NA,NA
1997,27125,NA,424,NA,NA
1997,27127,NA,1163,NA,NA
1997,27129,NA,1124,NA,NA
1997,27131,NA,1290,NA,NA
1997,27133,NA,708,NA,NA
1997,27135,NA,1215,NA,NA
1997,27137,NA,861,NA,NA
1997,27139,NA,896,NA,NA
1997,27141,NA,588,NA,NA
1997,27143,NA,987,NA,NA
1997,27145,NA,3135,NA,NA
1997,27147,NA,803,NA,NA
1997,27149,NA,524,NA,NA
1997,27151,NA,774,NA,NA
1997,27153,NA,1901,NA,NA
1997,27155,NA,410,NA,NA
1997,27157,NA,1003,NA,NA
1997,27159,NA,694,NA,NA
1997,27161,NA,735,NA,NA
1997,27163,NA,739,NA,NA
1997,27165,NA,590,NA,NA
1997,27167,NA,466,NA,NA
1997,27169,NA,1103,NA,NA
1997,27171,NA,1541,NA,NA
1997,27173,NA,904,NA,NA
1997,28001,NA,185,NA,NA
1997,28003,NA,636,NA,NA
1997,28005,NA,649,NA,NA
1997,28007,NA,548,NA,NA
1997,28009,NA,280,NA,NA
1997,28011,NA,456,NA,NA
1997,28013,NA,539,NA,NA
1997,28015,NA,590,NA,NA
1997,28017,NA,570,NA,NA
1997,28019,NA,297,NA,NA
1997,28021,NA,244,NA,NA
1997,28023,NA,376,NA,NA
1997,28025,NA,500,NA,NA
1997,28027,NA,204,NA,NA
1997,28029,NA,696,NA,NA
1997,28031,NA,642,NA,NA
1997,28033,NA,675,NA,NA
1997,28035,NA,435,NA,NA
1997,28037,NA,222,NA,NA
1997,28039,NA,602,NA,NA
1997,28041,NA,455,NA,NA
1997,28043,NA,272,NA,NA
1997,28045,NA,344,NA,NA
1997,28047,NA,436,NA,NA
1997,28049,NA,1066,NA,NA
1997,28051,NA,496,NA,NA
1997,28053,NA,293,NA,NA
1997,28055,NA,93,NA,NA
1997,28057,NA,517,NA,NA
1997,28059,NA,489,NA,NA
1997,28061,NA,480,NA,NA
1997,28063,NA,226,NA,NA
1997,28065,NA,518,NA,NA
1997,28067,NA,1055,NA,NA
1997,28069,NA,555,NA,NA
1997,28071,NA,497,NA,NA
1997,28073,NA,535,NA,NA
1997,28075,NA,520,NA,NA
1997,28077,NA,418,NA,NA
1997,28079,NA,751,NA,NA
1997,28081,NA,642,NA,NA
1997,28083,NA,285,NA,NA
1997,28085,NA,668,NA,NA
1997,28087,NA,518,NA,NA
1997,28089,NA,660,NA,NA
1997,28091,NA,630,NA,NA
1997,28093,NA,643,NA,NA
1997,28095,NA,671,NA,NA
1997,28097,NA,386,NA,NA
1997,28099,NA,807,NA,NA
1997,28101,NA,702,NA,NA
1997,28103,NA,575,NA,NA
1997,28105,NA,450,NA,NA
1997,28107,NA,756,NA,NA
1997,28109,NA,886,NA,NA
1997,28111,NA,349,NA,NA
1997,28113,NA,590,NA,NA
1997,28115,NA,729,NA,NA
1997,28117,NA,536,NA,NA
1997,28119,NA,201,NA,NA
1997,28121,NA,801,NA,NA
1997,28123,NA,906,NA,NA
1997,28125,NA,121,NA,NA
1997,28127,NA,745,NA,NA
1997,28129,NA,840,NA,NA
1997,28131,NA,300,NA,NA
1997,28133,NA,403,NA,NA
1997,28135,NA,424,NA,NA
1997,28137,NA,660,NA,NA
1997,28139,NA,650,NA,NA
1997,28141,NA,365,NA,NA
1997,28143,NA,105,NA,NA
1997,28145,NA,752,NA,NA
1997,28147,NA,719,NA,NA
1997,28149,NA,217,NA,NA
1997,28151,NA,328,NA,NA
1997,28153,NA,614,NA,NA
1997,28155,NA,386,NA,NA
1997,28157,NA,273,NA,NA
1997,28159,NA,607,NA,NA
1997,28161,NA,383,NA,NA
1997,28163,NA,505,NA,NA
1997,29001,NA,964,NA,NA
1997,29003,NA,923,NA,NA
1997,29005,NA,520,NA,NA
1997,29007,NA,1128,NA,NA
1997,29009,NA,1776,NA,NA
1997,29011,NA,985,NA,NA
1997,29013,NA,1377,NA,NA
1997,29015,NA,887,NA,NA
1997,29017,NA,925,NA,NA
1997,29019,NA,1435,NA,NA
1997,29021,NA,879,NA,NA
1997,29023,NA,785,NA,NA
1997,29025,NA,949,NA,NA
1997,29027,NA,1527,NA,NA
1997,29029,NA,666,NA,NA
1997,29031,NA,1298,NA,NA
1997,29033,NA,1062,NA,NA
1997,29035,NA,232,NA,NA
1997,29037,NA,1736,NA,NA
1997,29039,NA,962,NA,NA
1997,29041,NA,1180,NA,NA
1997,29043,NA,1386,NA,NA
1997,29045,NA,708,NA,NA
1997,29047,NA,751,NA,NA
1997,29049,NA,879,NA,NA
1997,29051,NA,1162,NA,NA
1997,29053,NA,961,NA,NA
1997,29055,NA,789,NA,NA
1997,29057,NA,883,NA,NA
1997,29059,NA,1271,NA,NA
1997,29061,NA,1018,NA,NA
1997,29063,NA,847,NA,NA
1997,29065,NA,821,NA,NA
1997,29067,NA,1368,NA,NA
1997,29069,NA,519,NA,NA
1997,29071,NA,1808,NA,NA
1997,29073,NA,839,NA,NA
1997,29075,NA,746,NA,NA
1997,29077,NA,2296,NA,NA
1997,29079,NA,764,NA,NA
1997,29081,NA,1000,NA,NA
1997,29083,NA,1032,NA,NA
1997,29085,NA,573,NA,NA
1997,29087,NA,523,NA,NA
1997,29089,NA,788,NA,NA
1997,29091,NA,1856,NA,NA
1997,29093,NA,313,NA,NA
1997,29095,NA,914,NA,NA
1997,29097,NA,1547,NA,NA
1997,29099,NA,784,NA,NA
1997,29101,NA,1814,NA,NA
1997,29103,NA,659,NA,NA
1997,29105,NA,1457,NA,NA
1997,29107,NA,1352,NA,NA
1997,29109,NA,1925,NA,NA
1997,29111,NA,808,NA,NA
1997,29113,NA,1128,NA,NA
1997,29115,NA,1033,NA,NA
1997,29117,NA,838,NA,NA
1997,29119,NA,1217,NA,NA
1997,29121,NA,1301,NA,NA
1997,29123,NA,433,NA,NA
1997,29125,NA,892,NA,NA
